min_dist_2O,max_dist_2O,min_dist_carbonyl,max_dist_carbonyl,max_path_non_rotatabale_bonds_carbonyl,min_path_non_rotatabale_bonds_carbonyl,max_path_non_rotatabale_bonds_2O,min_path_non_rotatabale_bonds_2O,SMILES
3,3,3,3,0,0,0,0,C(=O)(C(=O)O)O
100,0,100,0,0,0,0,0,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
100,0,100,0,0,0,0,0,C1=CC(=CC=C1N)N
100,0,100,0,0,0,0,0,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
2,5,5,5,0,0,0,0,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
100,0,100,0,0,0,0,0,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCl
100,0,100,0,0,0,0,0,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C
2,6,6,6,2,2,2,0,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])[N+](=O)[O-]
2,14,100,0,0,0,6,0,CCN(CCO)C1=CC(=C(C=C1)N=NC2=NC=C(S2)[N+](=O)[O-])C
100,0,100,0,0,0,0,0,CN1C(=O)C=C(S1)Cl
5,5,5,5,3,3,3,3,C1=CC(=O)C=CC1=O
2,4,2,4,0,0,0,0,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+]
2,6,6,6,2,2,2,0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl
2,8,8,8,0,0,0,0,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
2,6,6,6,2,2,2,0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
100,0,100,0,0,0,0,0,C1=CC(=CC=C1N)N=C2C=C(C(=NC3=CC=C(C=C3)N)C=C2N)N
8,8,8,8,4,4,4,4,CC1=C(C=C(C=C1)N=C=O)N=C=O
6,6,6,6,0,0,0,0,C(CC=O)CC=O
4,4,100,0,0,0,1,1,C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl
2,2,100,0,0,0,0,0,C1=CC(=CC=C1CBr)[N+](=O)[O-]
4,4,4,4,0,0,0,0,CN(C(=O)N)N=O
100,0,100,0,0,0,0,0,C1CCC(CC1)N=C=NC2CCCCC2
5,5,100,0,0,0,3,3,C1=CC(=CC=C1O)O
100,0,100,0,0,0,0,0,C1(=NC(=NC(=N1)Cl)Cl)Cl
100,0,100,0,0,0,0,0,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
100,0,100,0,0,0,0,0,C=O
2,7,4,7,4,2,4,0,C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O
100,0,100,0,0,0,0,0,CN(C)C(=S)SSC(=S)N(C)C
100,0,100,0,0,0,0,0,C1=CC(=C(C=C1N)Cl)Cl
2,8,100,0,0,0,6,0,C1=CC2=C(C=C1N=C=S)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
2,2,100,0,0,0,0,0,C1COC1=O
2,2,2,2,0,0,0,0,COS(=O)(=O)OC
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)CBr
100,0,100,0,0,0,0,0,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2]
2,4,100,0,0,0,1,0,CCCCCCOC(=O)C1=CC=CC=C1O
2,2,2,2,0,0,0,0,CCN(CCNS(=O)(=O)C)C1=CC(=C(C=C1)N)C
100,0,100,0,0,0,0,0,CC1=C(C=CC(=C1)N)N
2,6,100,0,0,0,3,0,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
100,0,100,0,0,0,0,0,CN1C(=O)C=CS1
100,0,100,0,0,0,0,0,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2
100,0,100,0,0,0,0,0,C1=CC(=CC(=C1)CN)CN
3,3,100,0,0,0,0,0,CC(C)(C)C1=CC=C(C=C1)OCC2CO2
7,7,100,0,0,0,2,2,CC1=C(C=C(C=C1)NCCO)O
2,2,2,2,0,0,0,0,CC1=C(C=CC(=C1)N)N.OS(=O)(=O)O
100,0,100,0,0,0,0,0,C1CCC(C(C1)N)N
100,0,100,0,0,0,0,0,Cl[Co]Cl
3,4,100,0,0,0,2,1,C1=CC(=C(C(=C1)O)O)O
100,0,100,0,0,0,0,0,C1=CC=C(C(=C1)N)O
100,0,100,0,0,0,0,0,C1=CC(=CC(=C1)N)N
2,2,100,0,0,0,0,0,CCCCCC#CC(=O)OC
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)NC2=CC=CC=C2N
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)C(=CC=O)C2=CC=CC=C2
-1,2,-1,2,0,0,0,0,CCN(CCNS(=O)(=O)C)C1=CC(=C(C=C1)N)C.CCN(CCNS(=O)(=O)C)C1=CC(=C(C=C1)N)C.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
4,4,100,0,0,0,1,1,CC1=CC(=C(C(=C1)O)C=O)O
100,0,100,0,0,0,0,0,CC1=CCC(CC1=NO)C(=C)C
3,7,100,0,0,0,3,1,C1=CC(=C(C=C1CCO)O)O
100,0,100,0,0,0,0,0,C1=CN=C(N=C1Cl)Cl
2,2,100,0,0,0,0,0,CC1=NC2=CC=CC=C2C(=O)O1
2,2,100,0,0,0,0,0,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N
-1,2,2,2,0,0,0,0,CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O
2,7,2,7,3,0,3,0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O
2,5,2,5,0,0,0,0,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+]
100,0,100,0,0,0,0,0,C(CC(CBr)(C#N)Br)C#N
100,0,100,0,0,0,0,0,C(CN)CNCCCN
100,0,100,0,0,0,0,0,CC1(CC(CC(C1)(C)CN)N)C
4,4,4,4,0,0,0,0,CCN(C(=O)N)N=O
100,0,100,0,0,0,0,0,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
2,2,100,0,0,0,0,0,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCBr
3,3,3,3,0,0,0,0,CC(=O)C(=O)C1=CC=CC=C1
100,0,100,0,0,0,0,0,C1=CC=C2C(=C1)C=CC=C2O
3,3,3,3,0,0,0,0,C(=O)C=O
3,10,100,0,0,0,0,0,CCC(COCC1CO1)(COCC2CO2)COCC3CO3
2,5,100,0,0,0,0,0,C=CC(=O)OCCO
3,16,100,0,0,0,6,0,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4
100,0,100,0,0,0,0,0,CC1=C(C=CC(=C1)O)N
100,0,100,0,0,0,0,0,C=CC1=CC=CC=N1
2,8,5,8,3,1,3,0,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
100,0,100,0,0,0,0,0,CCCCCCCCC(=O)Cl
100,0,100,0,0,0,0,0,CN1C(=O)C2=C(S1)CCC2
2,2,100,0,0,0,0,0,CCOC(=O)C1=CC=C(C=C1)N
3,13,100,0,0,0,0,0,C1C(O1)COCCCCCCOCC2CO2
2,5,2,5,0,0,0,0,[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]
100,0,100,0,0,0,0,0,C(CN)N
100,0,100,0,0,0,0,0,CN(C)CCCN
100,0,100,0,0,0,0,0,C1=CC=C2C(=C1)C(=O)NS2
2,5,2,5,0,0,0,0,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[Na+].[Na+]
4,4,100,0,0,0,0,0,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl
3,3,3,3,0,0,0,0,CC(=O)C(=O)OC
2,2,100,0,0,0,0,0,CCCCCCC#CC(=O)OC
5,5,100,0,0,0,2,2,C1=CC(=C(C=C1O)C=O)Br
2,6,5,5,1,1,3,0,C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-]
100,0,100,0,0,0,0,0,CC(CC(=O)Cl)CC(C)(C)C
100,0,100,0,0,0,0,0,CC(C)CCCCCC(=O)Cl
2,4,100,0,0,0,1,0,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O
2,2,100,0,0,0,0,0,C1=CC2=C(C=CC(=O)O2)C=C1Cl
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)CC=O
3,6,100,0,0,0,3,1,COC1=C(C=C(C=C1)C=O)OC
100,0,100,0,0,0,0,0,C1=CC(=CC(=C1)O)N
100,0,100,0,0,0,0,0,C(CNCCN)N
2,2,100,0,0,0,0,0,C1CC(=O)OC2=CC=CC=C21
2,2,2,2,0,0,0,0,CCOS(=O)(=O)OCC
2,2,100,0,0,0,0,0,CCCCCCCCCCCCC(C(=O)O)Br
3,3,100,0,0,0,0,0,C(C(CS)O)O
100,0,100,0,0,0,0,0,CC1=C(C=C(C=C1)N)O
100,0,100,0,0,0,0,0,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl
2,2,2,2,0,0,0,0,[O-]S(=O)(=O)[O-].[Ni+2]
100,0,100,0,0,0,0,0,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl
3,3,100,0,0,0,1,1,C1=CC=C(C(=O)C=C1)O
100,0,100,0,0,0,0,0,CCCCCC(C#C)O
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCBr
4,4,100,0,0,0,1,1,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCBr
3,3,3,3,0,0,0,0,C(=O)C(=O)O
3,3,100,0,0,0,1,1,CC1=CC(=C(C=C1)O)OC
3,3,100,0,0,0,1,1,COC1=C(C=CC(=C1)CC=C)O
100,0,100,0,0,0,0,0,CC1=CCC(C=C1)C(C)C
4,4,100,0,0,0,2,2,C1=CC(=CC(=C1)O)O
3,3,100,0,0,0,0,0,C1=CC(=C(C=C1N)N)OCCO.Cl.Cl
100,0,100,0,0,0,0,0,Cl[Ni]Cl
100,0,100,0,0,0,0,0,CC(C)C1CCC(=C)C=C1
2,6,6,6,2,2,2,0,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
6,6,100,0,0,0,3,3,COC1=CC=C(C=C1)CO
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCCBr
2,3,100,0,0,0,0,0,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)CCBr
100,0,100,0,0,0,0,0,CC(C=O)C1=CC=CC=C1
100,0,100,0,0,0,0,0,C=CCCCCCCCCC=O
3,3,100,0,0,0,1,1,CCCC1=CC(=C(C=C1)O)OC
2,2,100,0,0,0,0,0,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl
100,0,100,0,0,0,0,0,C(CCCCCCBr)CCCCCO
2,5,5,5,1,1,1,0,C(=CC(=O)O)C(=O)O
3,4,3,3,1,1,2,1,C1(=C(C(=O)C1=O)O)O
100,0,100,0,0,0,0,0,CC1=C(C(CC=C1)(C)C)C=O
3,3,100,0,0,0,0,0,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO
2,2,100,0,0,0,0,0,CCOC(=O)C1=CC=C(C=C1)I
5,5,100,0,0,0,3,3,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
100,0,100,0,0,0,0,0,CC(=C)C1CCC(=CC1)C=O
2,2,2,2,0,0,0,0,COS(=O)(=O)C
2,8,100,0,0,0,2,0,C1=CC(=C(C=C1N(CCO)CCO)[N+](=O)[O-])N
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCCBr
100,0,100,0,0,0,0,0,CC1=NN(C(=O)C1)C2=CC=CC=C2
4,9,4,4,0,0,3,0,CC(=O)CC(=O)NC1=CC=C(C=C1)OC
2,3,100,0,0,0,0,0,CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)Cl
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)Cl
3,3,100,0,0,0,0,0,CCCCCCCCCCCCCCCCOCCO
2,2,2,2,0,0,0,0,CCCCCCCCCCCCOS(=O)(=O)C
100,0,100,0,0,0,0,0,CN1C2CCC1CC(C2)O
100,0,100,0,0,0,0,0,CC1=CC=C(CC1)C(C)C
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCl
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCBr
8,8,100,0,0,0,4,4,CCC(=O)C=CC1=CC=C(C=C1)OC
2,2,100,0,0,0,0,0,C1CC(CC=C1)C(=O)O
2,2,100,0,0,0,0,0,CCCCC(CC)COC(=O)C=C
3,3,100,0,0,0,0,0,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O
100,0,100,0,0,0,0,0,CCCCCCCCCC(C)C=O
100,0,100,0,0,0,0,0,CCCCCCBr
3,3,3,3,1,1,1,1,CC1(C2CCC1(C(=O)C2=O)C)C
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCBr
2,2,100,0,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)O
100,0,100,0,0,0,0,0,CCCCCC(=CC1=CC=CC=C1)C=O
2,2,100,0,0,0,0,0,CCCCOC(=O)C=C
3,3,3,3,0,0,0,0,CC(=O)C(=O)C
2,4,100,0,0,0,1,0,COC(=O)C1=CC=CC=C1O
2,4,100,0,0,0,1,0,C1=CC=C(C(=C1)C(=O)O)O
100,0,100,0,0,0,0,0,CC1=CCC(CC1=O)C(=C)C
100,0,100,0,0,0,0,0,CCCCCCCCCCCCI
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)N
100,0,100,0,0,0,0,0,CC1=CC=C(C=C1)CCC=O
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCI
100,0,100,0,0,0,0,0,CCNCC
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCBr
2,2,100,0,0,0,0,0,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C
100,0,100,0,0,0,0,0,C(CNCCO)N
100,0,100,0,0,0,0,0,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCl
2,8,100,0,0,0,3,0,CC(CC1=CC2=C(C=C1)OCO2)C=O
2,2,100,0,0,0,0,0,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
10,10,100,0,0,0,3,3,CC(C)(CCCC1=CCC(CC1)C=O)O
100,0,100,0,0,0,0,0,COC1=CC=C(C=C1)CC=C
100,0,100,0,0,0,0,0,CCCCCCCCCCCCBr
2,2,100,0,0,0,0,0,C(CCCCCC(=O)O)CCCCCBr
2,6,100,0,0,0,3,0,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
8,8,100,0,0,0,0,0,CC(CCCC(C)(C)O)CC=O
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCCI
100,0,100,0,0,0,0,0,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
2,2,100,0,0,0,0,0,C1=CC=C2C(=C1)C=CC(=O)O2
2,2,100,0,0,0,0,0,C=CCCCCCCCCC(=O)O
100,0,100,0,0,0,0,0,CCCCN(CCCC)C1=CC=CC=C1
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCCl
100,0,100,0,0,0,0,0,CCCCCCCCCCCBr
100,0,100,0,0,0,0,0,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
2,2,100,0,0,0,0,0,COC(=O)C=C
3,3,3,3,0,0,0,0,C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)Br)Br
4,6,100,0,0,0,2,1,CC(C)(C)N(CC1=CC=CC=C1)CC(=O)C2=CC(=C(C=C2)O)CO.Cl
5,14,5,14,4,1,2,1,C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO
100,0,100,0,0,0,0,0,CCCCCCCCCI
3,3,3,3,0,0,0,0,CC(C)CC(=O)C(=O)C
4,4,4,4,2,2,2,2,CC(CCCN1C(=O)C2=CC=CC=C2C1=O)Br
4,4,4,4,0,0,0,0,CC(C)(C)C(=O)CC(=O)C(C)(C)C
2,7,7,7,0,0,0,0,CC(=C)C(=O)OCCOC(=O)C(=C)C
2,2,100,0,0,0,0,0,CCOC(=O)C=C
6,6,6,6,2,2,2,2,CC(C)CC1=C(C(=NC(=C1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC
100,0,100,0,0,0,0,0,CC(=CCCC(C)(C=C)O)C
3,3,100,0,0,0,0,0,CCCCOCC1CO1
100,0,100,0,0,0,0,0,C1=CC(=CC=C1CCO)Cl
100,0,100,0,0,0,0,0,CCNC1=NC(=NC(=N1)Cl)NC(C)C
-1,12,-1,2,0,0,6,0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
2,2,100,0,0,0,0,0,CC(C)CC(=O)OCCC1=CC=CC=C1
100,0,100,0,0,0,0,0,CC(CCC=C(C)C)CCO
2,2,100,0,0,0,0,0,CCCCCCCCCCCCCC(=O)OC(C)C
2,22,22,22,6,6,6,0,CC(=C)C(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(COC(=O)C(=C)C)O)O
100,0,100,0,0,0,0,0,CCCCCCCCCCCCC
2,2,100,0,0,0,0,0,CC(=C)C(=O)OC
100,0,100,0,0,0,0,0,CC1=CCC(CC1)C(=C)C
100,0,100,0,0,0,0,0,C1=CC=NC=C1
100,0,100,0,0,0,0,0,CS(=O)C
100,0,100,0,0,0,0,0,CCC(CC)C=O
2,5,5,5,1,1,1,0,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
2,7,7,7,0,0,0,0,COC(=O)CCCCC(=O)OC
2,6,100,0,0,0,4,0,CCN(CC)C1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)N(CC)CC)C5=CC=CC=C5C(=O)O3
2,5,5,5,1,1,1,0,COC(=O)C1=CC=CC=C1C(=O)OC
2,5,5,5,1,1,1,0,CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC
2,5,5,5,1,1,1,0,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3
2,2,100,0,0,0,0,0,CCCCOP(=O)(OCCCC)OCCCC
100,0,100,0,0,0,0,0,C1C(=O)NC2=CC=CC=C2S1
2,2,100,0,0,0,0,0,CCCCCCC(=O)O
100,0,100,0,0,0,0,0,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl
2,5,5,5,1,1,1,0,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2
2,7,7,7,0,0,0,0,CCOC(=O)CCCCC(=O)OCC
2,5,5,5,1,1,1,0,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
2,2,100,0,0,0,0,0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
2,6,6,6,2,2,2,0,C1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)C(=O)OC3=CC=CC=C3
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl
2,18,7,7,2,2,13,0,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
2,5,5,5,1,1,1,0,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3
2,7,7,7,3,3,3,0,COC(=O)C1=CC=C(C=C1)C(=O)OC
2,5,5,5,1,1,1,0,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC
2,2,100,0,0,0,0,0,CCCCCCOC(=O)C1=CC=CC=C1
2,6,6,6,2,2,2,0,COC(=O)C1=CC(=CC=C1)C(=O)OC
100,0,100,0,0,0,0,0,CCCCCCC(=O)CCC
3,3,100,0,0,0,0,0,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl
9,9,100,0,0,0,3,3,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
2,8,5,8,0,0,0,0,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
2,2,100,0,0,0,0,0,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
2,11,11,11,4,4,4,0,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
2,2,100,0,0,0,0,0,CC(C(=NOC(=O)NC)C)SC
11,11,11,11,8,8,8,8,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
4,4,4,4,2,2,2,2,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
2,2,100,0,0,0,0,0,COP(=O)(N)SC
2,2,100,0,0,0,0,0,CCCCCCCCCCCC(=O)O
2,2,100,0,0,0,0,0,C1=C(NC=N1)CC(C(=O)O)N
5,5,100,0,0,0,2,2,CNCC(C1=CC(=CC=C1)O)O.Cl
2,2,100,0,0,0,0,0,CCCCCCCCCCCCCC(=O)O
3,6,100,0,0,0,3,1,C1(C(C(OC(C1O)O)C(=O)O)O)O
11,11,100,0,0,0,5,5,CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C
3,6,5,5,3,3,4,1,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O
2,7,7,7,0,0,0,0,CC(C)COC(=O)CCCCC(=O)OCC(C)C
2,6,6,6,0,0,0,0,C(CC(=O)N)[C@@H](C(=O)O)N
2,2,100,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)O
2,12,5,12,0,0,0,0,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
2,10,6,10,6,3,6,0,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C3=C2C=CC(=C3)[N+](=O)[O-]
4,4,4,4,2,2,2,2,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O
5,5,5,5,3,3,3,3,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N
5,5,100,0,0,0,2,2,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O
2,23,2,23,13,0,13,0,C1=CC=C(C=C1)C(=O)NC2=C3C(=CC(=C2)S(=O)(=O)[O-])C=C(C(=C3O)N=NC4=C(C=CC(=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)[O-])Cl)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
2,2,100,0,0,0,0,0,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
100,0,100,0,0,0,0,0,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
2,5,5,5,1,1,1,0,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C
2,11,2,7,1,0,3,0,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC
100,0,100,0,0,0,0,0,CN(C)C(=O)NC1=CC=C(C=C1)Cl
2,2,2,2,0,0,0,0,CC1=CC=C(C=C1)N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C
4,4,4,4,2,2,2,2,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl
2,16,2,16,9,0,9,0,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]
2,18,2,6,0,0,8,0,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
100,0,100,0,0,0,0,0,CC(C)(C)C1=NN=C(N(C1=O)N)SC
2,2,100,0,0,0,0,0,C1=CC(=CC=C1C(=O)O)N
2,5,5,5,1,1,1,0,COC(=O)C1=CC=CC=C1C(=O)O
3,12,11,11,8,8,8,0,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
2,5,100,0,0,0,0,0,CC(=C)C(=O)OCC1CO1
2,5,5,5,1,1,1,0,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
3,3,3,3,1,1,1,1,C1=CC=C2C(=C1)C(=O)C(=O)N2
2,2,2,2,0,0,0,0,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl
2,6,6,6,1,1,1,0,CC(=O)OC1=CC=CC=C1C(=O)O
4,4,4,4,2,2,2,2,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl
2,2,100,0,0,0,0,0,C1=CC(=CN=C1)C(=O)O
2,2,100,0,0,0,0,0,C1=CC=C(C=C1)C(=O)O
3,8,100,0,0,0,4,1,COC1=C(C=CC(=C1)C=CC(=O)O)O
2,4,100,0,0,0,1,0,COC1=C(C=CC(=C1C(=O)O)Cl)Cl
100,0,100,0,0,0,0,0,CCCCC(=O)CCC
4,4,4,4,2,2,2,2,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C
2,8,5,8,3,1,3,0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
3,6,100,0,0,0,3,1,C1=C(C=C(C(=C1O)O)O)C(=O)O
2,8,2,8,4,0,4,0,C1=CC=C2C(=C1)C=CC=C2N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
100,0,100,0,0,0,0,0,CN1CN(C(=S)SC1)C
2,5,5,5,0,0,0,0,C1=CC=C(C=C1)C(=O)NCC(=O)O
3,8,100,0,0,0,3,0,CCCCOC1=CC=C(C=C1)CC(=O)NO
2,4,4,4,1,1,1,0,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F
3,10,100,0,0,0,3,0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
2,2,100,0,0,0,0,0,CCCCCCCCC(=O)O
100,0,100,0,0,0,0,0,CCCCN(CCCC)C=O
100,0,100,0,0,0,0,0,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC
100,0,100,0,0,0,0,0,CCCC[N+](CCCC)(CCCC)CCCC
100,0,100,0,0,0,0,0,CCC[N+](CCC)(CCC)CCC
100,0,100,0,0,0,0,0,CCCCN(CCCC)CCCC
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N
100,0,100,0,0,0,0,0,CCCN(CCC)CCC
